gene_ID	Name	moduleColor	MM	Functional_Category	biological_process	molecular_function
gene:Rv2544	lppB	green	0.829768916	cell wall and cell processes	NA	NA
gene:Rv2171	lppM	green	0.861358134	cell wall and cell processes	NA	lipid binding
gene:Rv0957	purH	green	0.686731096	intermediary metabolism and respiration	carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process	transferase activity, hydrolase activity
gene:Rv3790	dprE1	green	0.515921764	lipid metabolism	carbohydrate metabolic process, cell wall organization or biogenesis	oxidoreductase activity
gene:Rv2959c	Rv2959c	green	0.649555457	intermediary metabolism and respiration	cell wall organization or biogenesis, carbohydrate derivative metabolic process, sulfur compound metabolic process, lipid metabolic process	transferase activity
gene:Rv3669	Rv3669	green	0.651048719	cell wall and cell processes	NA	NA
gene:Rv1366	Rv1366	green	0.638476671	conserved hypotheticals	carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process	NA
gene:Rv0831c	Rv0831c	green	0.82304097	conserved hypotheticals	NA	NA
gene:Rv2760c	vapB42	green	0.590240595	virulence, detoxification, adaptation	NA	NA
gene:Rv3796	Rv3796	green	0.871264098	conserved hypotheticals	tRNA metabolic process	tRNA metabolic process, catalytic activity, acting on RNA, hydrolase activity
gene:Rv2127	ansP1	green	0.83276327000000006	cell wall and cell processes	transmembrane transport	NA
gene:Rv3429	PPE59	green	0.527886762	PE/PPE	NA	NA
gene:Rv3392c	cmaA1	green	0.828654311	lipid metabolism	cell wall organization or biogenesis, lipid metabolic process, sulfur compound metabolic process	transferase activity
gene:Rv0337c	aspC	green	0.745014162	intermediary metabolism and respiration	NA	transferase activity
gene:Rv0893c	Rv0893c	green	0.891060224	lipid metabolism	NA	transferase activity
gene:Rv2613c	Rv2613c	green	0.755827792	lipid metabolism	nucleobase-containing small molecule metabolic process	transferase activity, hydrolase activity
gene:Rv2001	Rv2001	green	0.55012848	conserved hypotheticals	lipid metabolic process	hydrolase activity
gene:Rv0062	celA1	green	0.680143368	intermediary metabolism and respiration	carbohydrate metabolic process	hydrolase activity
gene:Rv2271	Rv2271	green	0.799014539	conserved hypotheticals	NA	NA
gene:Rv3395A	Rv3395A	green	0.782295132	cell wall and cell processes	NA	NA
gene:Rv0402c	mmpL1	green	0.897980999	cell wall and cell processes	NA	NA
gene:Rv1508c	Rv1508c	green	0.858810815	cell wall and cell processes	NA	transferase activity
gene:Rv2971	Rv2971	green	0.682057829	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv1504c	Rv1504c	green	0.793813886	conserved hypotheticals	carbohydrate metabolic process	transferase activity
gene:Rv2757c	vapC21	green	0.772732265	virulence, detoxification, adaptation	NA	catalytic activity, acting on RNA, hydrolase activity
gene:Rv2292c	Rv2292c	green	0.669120815	unknown	carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process	NA
gene:Rv1514c	Rv1514c	green	0.681222297	conserved hypotheticals	NA	transferase activity
gene:Rv2128	Rv2128	green	0.832581164	cell wall and cell processes	NA	NA
gene:Rv0635	hadA	green	0.869229029	intermediary metabolism and respiration	NA	NA
gene:Rv1649	pheS	green	0.711996257	information pathways	cellular amino acid metabolic process, tRNA metabolic process	catalytic activity, acting on RNA, ligase activity, RNA binding
gene:Rv1276c	Rv1276c	green	0.604113501	conserved hypotheticals	protein modification process	catalytic activity, acting on a protein, hydrolase activity
gene:Rv1824	Rv1824	green	0.545557728	cell wall and cell processes	NA	NA
gene:Rv3554	fdxB	green	0.849384457	intermediary metabolism and respiration	lipid metabolic process	oxidoreductase activity
gene:Rv1704c	cycA	green	0.889946918	cell wall and cell processes	transmembrane transport	NA
gene:Rv0636	hadB	green	0.878424709	intermediary metabolism and respiration	lipid metabolic process	NA
gene:Rv0637	hadC	green	0.860531328	intermediary metabolism and respiration	NA	NA
gene:Rv3730c	Rv3730c	green	0.615788793	conserved hypotheticals	NA	NA
gene:Rv1505c	Rv1505c	green	0.848762291	conserved hypotheticals	NA	NA
gene:Rv2992c	gltS	green	0.838294351	information pathways	NA	NA
gene:Rv3791	dprE2	green	0.864990925	lipid metabolism	carbohydrate metabolic process, cell wall organization or biogenesis	oxidoreductase activity
gene:Rv3761c	fadE36	green	0.884165385	lipid metabolism	NA	NA
gene:Rv3426	PPE58	green	0.615289915	PE/PPE	NA	NA
gene:Rv0669c	Rv0669c	green	0.949835848	intermediary metabolism and respiration	lipid metabolic process	hydrolase activity
gene:Rv1752	Rv1752	green	0.838374784	conserved hypotheticals	NA	NA
gene:Rv2276	cyp121	green	0.93458272	intermediary metabolism and respiration	NA	cyclase activity, oxidoreductase activity
gene:Rv3000	Rv3000	green	0.75797973	cell wall and cell processes	metal ion homeostasis	NA
gene:Rv2238c	ahpE	green	0.833941262	virulence, detoxification, adaptation	detoxification	oxidoreductase activity, antioxidant activity
gene:Rv1242	vapC33	green	0.910608035	virulence, detoxification, adaptation	NA	catalytic activity, acting on RNA, hydrolase activity
gene:Rv3465	rmlC	green	0.629903349	intermediary metabolism and respiration	carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process, carbohydrate metabolic process	isomerase activity
gene:Rv0405	pks6	green	0.800263606	lipid metabolism	lipid metabolic process, cell wall organization or biogenesis	transferase activity
gene:Rv1730c	Rv1730c	green	0.679945419	cell wall and cell processes	NA	NA
gene:Rv2294	Rv2294	green	0.86054343	intermediary metabolism and respiration	cellular amino acid metabolic process, sulfur compound metabolic process	lyase activity, transferase activity
gene:Rv3598c	lysS	green	0.87700123	information pathways	NA	NA
gene:Rv1016c	lpqT	green	0.81272161	cell wall and cell processes	NA	NA
gene:Rv2403c	lppR	green	0.879474305	cell wall and cell processes	NA	NA
gene:Rv2756c	hsdM	green	0.814680494	information pathways	NA	DNA binding, transferase activity, catalytic activity, acting on DNA
gene:Rv3748	Rv3748	green	0.743065812	conserved hypotheticals	NA	NA
gene:Rv0567	Rv0567	green	0.764594498	intermediary metabolism and respiration	NA	transferase activity
gene:Rv3072c	Rv3072c	green	0.428374808	conserved hypotheticals	NA	oxidoreductase activity
gene:Rv0665	vapC8	green	0.751778315	virulence, detoxification, adaptation	NA	hydrolase activity
gene:Rv0785	Rv0785	green	0.813855628	conserved hypotheticals	lipid metabolic process	oxidoreductase activity
gene:Rv3575c	Rv3575c	green	0.878451302	regulatory proteins	regulation of transcription, DNA-templated	regulation of transcription, DNA-templated, DNA binding
gene:Rv1947	Rv1947	green	0.753635359	conserved hypotheticals	NA	NA
gene:Rv3427c	Rv3427c	green	0.588775368	insertion seqs and phages	DNA replication	NA
gene:Rv1501	Rv1501	green	0.31031881	conserved hypotheticals	NA	NA
gene:Rv2763c	dfrA	green	0.551006115	intermediary metabolism and respiration	NA	NA
gene:Rv1030	kdpB	green	0.577106073	cell wall and cell processes	transmembrane transport	transmembrane transport, transporter activity, hydrolase activity
gene:Rv3665c	dppB	green	0.745515094	cell wall and cell processes	transmembrane transport	NA
gene:Rv0032	bioF2	green	0.555383209	intermediary metabolism and respiration	NA	transferase activity
gene:Rv3425	PPE57	green	0.535882511	PE/PPE	NA	NA
gene:Rv0713	Rv0713	green	0.564364034	cell wall and cell processes	NA	NA
gene:Rv3398c	idsA1	green	0.699546441	lipid metabolism	NA	NA
gene:Rv1473	Rv1473	green	0.321554487	cell wall and cell processes	NA	NA
gene:Rv2906c	trmD	green	0.717089563	information pathways	tRNA metabolic process	tRNA metabolic process, catalytic activity, acting on RNA, transferase activity
gene:Rv2860c	glnA4	green	0.703882797	intermediary metabolism and respiration	cellular amino acid metabolic process	ligase activity
gene:Rv0783c	emrB	green	0.760161734	cell wall and cell processes	transmembrane transport	transmembrane transport, transporter activity
gene:Rv0950c	Rv0950c	green	0.490777466	conserved hypotheticals	NA	catalytic activity, acting on a protein, hydrolase activity
gene:Rv3304	Rv3304	green	0.801088769	conserved hypotheticals	NA	lyase activity
gene:Rv2958c	Rv2958c	green	0.800691726	intermediary metabolism and respiration	carbohydrate derivative metabolic process, lipid metabolic process	transferase activity
gene:Rv1684	Rv1684	green	0.356337248	conserved hypotheticals	NA	NA
gene:Rv1353c	Rv1353c	green	0.736787593	regulatory proteins	regulation of transcription, DNA-templated	DNA binding
gene:Rv0316	Rv0316	green	0.540678135	intermediary metabolism and respiration	NA	isomerase activity
gene:Rv0026	Rv0026	green	0.607378333	conserved hypotheticals	NA	NA
gene:Rv2272	Rv2272	green	0.796035688	cell wall and cell processes	NA	NA
gene:Rv3663c	dppD	green	0.447892076	cell wall and cell processes	NA	NA
gene:Rv0894	Rv0894	green	0.563019477	regulatory proteins	NA	NA
gene:Rv2723	Rv2723	green	0.438686579	cell wall and cell processes	NA	NA
gene:Rv0664	vapB8	green	0.337047316	virulence, detoxification, adaptation	NA	NA
gene:Rv3469c	mhpE	green	0.374908619	intermediary metabolism and respiration	cellular amino acid metabolic process	transferase activity, lyase activity
gene:Rv0582	vapC26	green	0.440835664	virulence, detoxification, adaptation	NA	catalytic activity, acting on RNA, hydrolase activity
gene:Rv3381c	Rv3381c	green	0.380875314	insertion seqs and phages	NA	NA
gene:Rv3137	Rv3137	green	0.626632792	intermediary metabolism and respiration	NA	NA
gene:Rv1126c	Rv1126c	green	0.457218617	conserved hypotheticals	NA	NA
gene:Rv0151c	PE1	green	0.331420384	PE/PPE	NA	NA
gene:Rv0724A	Rv0724A	green	0.275634693	conserved hypotheticals	NA	NA
gene:Rv1227c	Rv1227c	green	0.357025448	cell wall and cell processes	NA	NA
gene:Rv2914c	pknI	green	0.458353966	regulatory proteins	protein modification process	catalytic activity, acting on a protein, transferase activity
gene:Rv3480c	Rv3480c	green	0.370479008	lipid metabolism	lipid metabolic process, carbohydrate metabolic process	transferase activity
gene:Rv0772	purD	green	0.563805033	intermediary metabolism and respiration	nucleobase-containing small molecule metabolic process, carbohydrate derivative metabolic process	ligase activity
gene:Rv2040c	Rv2040c	green	0.369811329	cell wall and cell processes	transmembrane transport	NA
gene:Rv0882	Rv0882	green	0.450935083	cell wall and cell processes	NA	NA
gene:Rv0738	Rv0738	greenyellow	0.782500771	conserved hypotheticals	NA	NA
gene:Rv2484c	Rv2484c	greenyellow	0.721180463	lipid metabolism	lipid metabolic process, carbohydrate metabolic process	transferase activity
gene:Rv2483c	plsC	greenyellow	0.730300107	lipid metabolism	lipid metabolic process	transferase activity
gene:Rv2628	Rv2628	greenyellow	0.897051207	conserved hypotheticals	NA	NA
gene:Rv2623	TB31.7	greenyellow	0.915095267	virulence, detoxification, adaptation	NA	NA
gene:Rv0120c	fusA2	greenyellow	0.744402075	information pathways	NA	NA
gene:Rv0574c	Rv0574c	greenyellow	0.808078312	conserved hypotheticals	NA	NA
gene:Rv3126c	Rv3126c	greenyellow	0.869821822	conserved hypotheticals	NA	NA
gene:Rv0569	Rv0569	greenyellow	0.915372813	conserved hypotheticals	NA	NA
gene:Rv0808	purF	greenyellow	0.665495363	intermediary metabolism and respiration	nucleobase-containing small molecule metabolic process, cellular amino acid metabolic process, carbohydrate derivative metabolic process	transferase activity
gene:Rv2003c	Rv2003c	greenyellow	0.902881001	conserved hypotheticals	NA	transferase activity
gene:Rv2629	Rv2629	greenyellow	0.89589039	conserved hypotheticals	NA	NA
gene:Rv1733c	Rv1733c	greenyellow	0.868949798	cell wall and cell processes	NA	NA
gene:Rv1996	Rv1996	greenyellow	0.861816564	virulence, detoxification, adaptation	NA	NA
gene:Rv2627c	Rv2627c	greenyellow	0.966506368	conserved hypotheticals	NA	NA
gene:Rv3237c	Rv3237c	greenyellow	0.699817853	conserved hypotheticals	transmembrane transport	transmembrane transport, transporter activity
gene:Rv3130c	tgs1	greenyellow	0.904020784	lipid metabolism	lipid metabolic process, carbohydrate metabolic process	transferase activity
gene:Rv1997	ctpF	greenyellow	0.939446205	cell wall and cell processes	transmembrane transport	transmembrane transport, transporter activity, hydrolase activity
gene:Rv2004c	Rv2004c	greenyellow	0.868382807	conserved hypotheticals	NA	NA
gene:Rv0570	nrdZ	greenyellow	0.872254676	information pathways	DNA replication	oxidoreductase activity
gene:Rv2032	acg	greenyellow	0.860978245	conserved hypotheticals	NA	oxidoreductase activity
gene:Rv3131	Rv3131	greenyellow	0.870055691	conserved hypotheticals	NA	oxidoreductase activity
gene:Rv2005c	Rv2005c	greenyellow	0.926799525	virulence, detoxification, adaptation	NA	NA
gene:Rv1813c	Rv1813c	greenyellow	0.866863221	conserved hypotheticals	NA	NA
gene:Rv2006	otsB1	greenyellow	0.913284826	virulence, detoxification, adaptation	NA	NA
gene:Rv2626c	hrp1	greenyellow	0.902166896	conserved hypotheticals	NA	NA
gene:Rv0680c	Rv0680c	greenyellow	0.627233488	cell wall and cell processes	NA	NA
gene:Rv2630	Rv2630	greenyellow	0.70297683	conserved hypotheticals	tRNA metabolic process	NA
gene:Rv2740	ephG	greenyellow	0.695741306	virulence, detoxification, adaptation	NA	hydrolase activity
gene:Rv1738	Rv1738	greenyellow	0.901834935	conserved hypotheticals	NA	NA
gene:Rv2031c	hspX	greenyellow	0.741805674	virulence, detoxification, adaptation	protein modification process, protein folding	protein folding chaperone
gene:Rv1419	Rv1419	greenyellow	0.437685592	conserved hypotheticals	NA	NA
gene:Rv2625c	Rv2625c	greenyellow	0.907519915	cell wall and cell processes	NA	NA
gene:Rv1100	Rv1100	greenyellow	0.671193314	conserved hypotheticals	NA	NA
gene:Rv0038	Rv0038	greenyellow	0.569463306	conserved hypotheticals	NA	NA
gene:Rv2624c	Rv2624c	greenyellow	0.838936016	virulence, detoxification, adaptation	NA	NA
gene:Rv0078B	Rv0078B	greenyellow	0.609307877	conserved hypotheticals	NA	NA
gene:Rv3127	Rv3127	greenyellow	0.925998496	conserved hypotheticals	NA	oxidoreductase activity
gene:Rv0377	Rv0377	greenyellow	0.692713906	regulatory proteins	regulation of transcription, DNA-templated	DNA binding, regulation of transcription, DNA-templated
gene:Rv2393	che1	greenyellow	0.604134413	intermediary metabolism and respiration	NA	lyase activity
gene:Rv2391	sirA	greenyellow	0.750608229	intermediary metabolism and respiration	NA	NA
gene:Rv2030c	Rv2030c	greenyellow	0.687171871	conserved hypotheticals	NA	transferase activity
gene:Rv2482c	plsB2	greenyellow	0.541960315	lipid metabolism	NA	NA
gene:Rv0080	Rv0080	greenyellow	0.564161803	conserved hypotheticals	NA	NA
gene:Rv3837c	Rv3837c	greenyellow	0.552476348	intermediary metabolism and respiration	NA	isomerase activity
gene:Rv1735c	Rv1735c	greenyellow	0.766549891	cell wall and cell processes	transmembrane transport	NA
gene:Rv3134c	Rv3134c	greenyellow	0.714108826	virulence, detoxification, adaptation	NA	NA
gene:Rv2028c	Rv2028c	greenyellow	0.755189715	virulence, detoxification, adaptation	NA	NA
gene:Rv0079	Rv0079	greenyellow	0.605095657	conserved hypotheticals	NA	NA
gene:Rv1737c	narK2	greenyellow	0.802022528	cell wall and cell processes	transmembrane transport, nitrogen cycle metabolic process	transmembrane transport, transporter activity
gene:Rv0757	phoP	greenyellow	0.608107796	regulatory proteins	regulation of transcription, DNA-templated, transmembrane transport, carbohydrate derivative metabolic process, lipid metabolic process, signaling, intracellular	signaling, molecular transducer activity, DNA binding, regulation of transcription, DNA-templated
gene:Rv0081	Rv0081	greenyellow	0.48184073	regulatory proteins	regulation of transcription, DNA-templated	regulation of transcription, DNA-templated, DNA binding
gene:Rv3133c	devR	greenyellow	0.711280875	regulatory proteins	regulation of transcription, DNA-templated, signaling, intracellular	DNA binding, regulation of transcription, DNA-templated
gene:Rv0246	Rv0246	greenyellow	0.542863065	cell wall and cell processes	NA	NA
gene:Rv3601c	panD	greenyellow	0.342469917	intermediary metabolism and respiration	vitamin metabolic process, cellular modified amino acid metabolic process, cellular amino acid metabolic process	lyase activity
gene:Rv2459	Rv2459	greenyellow	0.682821263	cell wall and cell processes	NA	NA
gene:Rv2392	cysH	greenyellow	0.690118772	intermediary metabolism and respiration	sulfur compound metabolic process, cellular amino acid metabolic process	oxidoreductase activity
gene:Rv3132c	devS	greenyellow	0.869222836	regulatory proteins	protein modification process, signaling, intracellular	catalytic activity, acting on a protein, transferase activity, small molecule sensor activity, protein modification process, signaling
gene:Rv1593c	Rv1593c	greenyellow	0.484995152	conserved hypotheticals	NA	DNA binding
gene:Rv2007c	fdxA	greenyellow	0.798368219	intermediary metabolism and respiration	generation of precursor metabolites and energy	generation of precursor metabolites and energy, oxidoreductase activity
gene:Rv2027c	dosT	greenyellow	0.443748708	regulatory proteins	protein modification process, signaling, intracellular	catalytic activity, acting on a protein, transferase activity, protein modification process, small molecule sensor activity, signaling
